County,County_code,Year,Zip,num_tests,under_5_mcg_dL,5_10_mcg_dL,10_15_mcg_dL,over_15_mcg_dL,total_elevated,percent_elevated,rate_per_1000,zip_location,county_location
Lewis,49,2008,13343,11,NA,NA,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
St. Lawrence,89,2005,13658,16,NA,NA,NA,NA,NA,NA,NA,"(44.725973, -75.323276)","(44.488113, -75.074311)"
St. Lawrence,89,2011,13646,16,NA,NA,0,0,0,0,0,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Essex,31,2009,12993,6,NA,NA,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Lewis,49,2000,13620,13,NA,NA,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
Essex,31,2014,12993,13,NA,NA,NA,NA,NA,NA,NA,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Jefferson,45,2017,13661,16,16,0,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Warren,113,2020,12804,286,NA,NA,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
St. Lawrence,89,2004,13617,62,49,12,NA,NA,NA,NA,NA,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Essex,31,2018,12941,12,12,0,0,0,0,0,0,"(44.353596, -73.71053)","(44.108971, -73.777573)"
St. Lawrence,89,2000,13654,13,NA,NA,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Herkimer,43,2016,13407,60,NA,NA,NA,NA,NA,NA,NA,"(42.99114, -74.98056)","(43.1631, -74.8741)"
St. Lawrence,89,2020,13658,17,NA,NA,0,0,0,0,0,"(44.725973, -75.323276)","(44.488113, -75.074311)"
Lewis,49,2013,13343,18,18,0,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Herkimer,43,2020,13416,24,NA,NA,NA,NA,NA,NA,NA,"(43.189629, -75.018362)","(43.1631, -74.8741)"
Clinton,19,2010,12958,13,13,0,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Lewis,49,2010,13368,20,NA,NA,0,0,0,0,0,"(43.63092, -75.34848)","(43.786397, -75.442617)"
Jefferson,45,2016,13622,16,16,0,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Franklin,33,2012,12989,7,7,0,0,0,0,0,0,"(44.469526, -74.044265)","(44.594374, -74.31067)"
Herkimer,43,2013,13454,8,8,0,0,0,0,0,0,"(43.231609, -74.791568)","(43.1631, -74.8741)"
St. Lawrence,89,2018,13667,31,30,0,NA,NA,NA,NA,NA,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Clinton,19,2005,12944,10,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Jefferson,45,2011,13685,21,NA,NA,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Clinton,19,2009,12919,25,NA,NA,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Jefferson,45,2019,13607,15,14,0,NA,NA,NA,NA,NA,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Franklin,33,2004,12953,60,43,16,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Clinton,19,2016,12958,16,16,0,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Jefferson,45,2013,13637,127,NA,NA,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
St. Lawrence,89,2019,13680,7,7,0,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Essex,31,2017,12950,6,6,0,0,0,0,0,0,"(44.314607, -73.582276)","(44.108971, -73.777573)"
Lewis,49,2010,13489,7,7,0,0,0,0,0,0,"(43.473901, -75.53277)","(43.786397, -75.442617)"
St. Lawrence,89,2009,13613,27,NA,NA,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Jefferson,45,2004,13616,7,NA,NA,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Jefferson,45,2003,13637,22,22,0,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Franklin,33,2007,12966,23,NA,NA,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Clinton,19,2015,12912,15,15,0,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Warren,113,2013,12885,37,NA,NA,NA,NA,NA,NA,NA,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Herkimer,43,2006,13350,79,58,18,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
Essex,31,2001,12936,6,NA,NA,0,0,0,0,0,"(44.261839, -73.374299)","(44.108971, -73.777573)"
Franklin,33,2014,12980,11,11,0,0,0,0,0,0,"(44.656564, -74.564467)","(44.594374, -74.31067)"
Essex,31,2007,12946,28,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
St. Lawrence,89,2017,13690,6,6,0,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Warren,113,2016,12843,13,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Clinton,19,2009,12958,11,11,0,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Jefferson,45,2012,13685,17,NA,NA,NA,NA,NA,NA,NA,"(43.943471, -76.111664)","(44.0607, -75.9928)"
St. Lawrence,89,2013,13676,99,NA,NA,NA,NA,NA,NA,NA,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Jefferson,45,2014,13608,16,15,0,NA,NA,NA,NA,NA,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Warren,113,2000,12843,6,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Essex,31,2013,12944,16,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
St. Lawrence,89,2016,13642,95,87,7,NA,NA,NA,NA,NA,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Clinton,19,2019,12985,20,NA,NA,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Jefferson,45,2018,13673,32,NA,NA,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
St. Lawrence,89,2015,13617,64,NA,NA,NA,NA,NA,NA,NA,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Warren,113,2020,12801,175,163,12,0,0,0,0,0,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Jefferson,45,2018,13606,29,29,0,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
Clinton,19,2008,12934,12,12,0,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Herkimer,43,2020,13357,78,NA,NA,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
St. Lawrence,89,2015,13660,20,20,0,0,0,0,0,0,"(44.749316, -75.132378)","(44.488113, -75.074311)"
St. Lawrence,89,2020,13621,6,6,0,0,0,0,0,0,"(44.859073, -75.069656)","(44.488113, -75.074311)"
Franklin,33,2014,12966,31,30,0,NA,NA,NA,NA,NA,"(44.81898, -74.415)","(44.594374, -74.31067)"
Jefferson,45,2012,13679,20,NA,NA,NA,NA,NA,NA,NA,"(44.304223, -75.80961)","(44.0607, -75.9928)"
St. Lawrence,89,2010,13625,13,NA,NA,0,0,0,0,0,"(44.538104, -74.928858)","(44.488113, -75.074311)"
Lewis,49,2012,13620,22,NA,NA,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
St. Lawrence,89,2020,13687,6,6,0,0,0,0,0,0,"(44.501899, -74.85662)","(44.488113, -75.074311)"
Herkimer,43,2016,13324,14,13,0,NA,NA,NA,NA,NA,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Essex,31,2017,12983,17,17,0,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Clinton,19,2000,12972,59,49,10,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Jefferson,45,2020,13619,98,NA,NA,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Clinton,19,2007,12901,253,241,12,0,0,0,0,0,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Jefferson,45,2001,13622,19,13,6,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
St. Lawrence,89,2014,13697,19,NA,NA,NA,NA,NA,NA,NA,"(44.745875, -74.805347)","(44.488113, -75.074311)"
Herkimer,43,2016,13361,7,NA,NA,0,0,0,0,0,"(42.89477, -74.81734)","(43.1631, -74.8741)"
Franklin,33,2013,12945,8,8,0,0,0,0,0,0,"(44.36656, -74.24733)","(44.594374, -74.31067)"
Herkimer,43,2019,13431,7,7,0,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
Essex,31,2010,12870,13,13,0,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Franklin,33,2014,12986,68,NA,NA,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Warren,113,2020,12824,6,6,0,0,0,0,0,0,"(43.4853, -73.69194)","(43.555105, -73.838139)"
Herkimer,43,2009,13350,83,74,6,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
Herkimer,43,2010,13339,8,NA,NA,NA,NA,NA,NA,NA,"(42.95874, -74.57826)","(43.1631, -74.8741)"
St. Lawrence,89,2000,13613,10,NA,NA,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Jefferson,45,2018,13603,371,NA,NA,0,0,0,0,0,"(44.04216, -75.79152)","(44.0607, -75.9928)"
Clinton,19,2012,12912,12,11,0,NA,NA,NA,NA,NA,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Franklin,33,2018,13655,26,26,0,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Lewis,49,2018,13368,14,14,0,0,0,0,0,0,"(43.63092, -75.34848)","(43.786397, -75.442617)"
Hamilton,41,2019,12842,6,NA,NA,0,0,0,0,0,"(43.746756, -74.262085)","(43.657879, -74.502456)"
Jefferson,45,2007,13679,6,6,0,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Franklin,33,2019,12966,36,NA,NA,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
St. Lawrence,89,2005,13614,9,NA,NA,0,0,0,0,0,"(44.541243, -75.688955)","(44.488113, -75.074311)"
Jefferson,45,2000,13612,15,6,9,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Warren,113,2005,12814,7,7,0,0,0,0,0,0,"(43.5897, -73.66848)","(43.555105, -73.838139)"
Jefferson,45,2011,13601,670,602,59,NA,NA,9,0.013,13,"(43.98444, -75.90054)","(44.0607, -75.9928)"
St. Lawrence,89,2010,13666,6,NA,NA,0,0,0,0,0,"(44.196954, -74.978374)","(44.488113, -75.074311)"
Franklin,33,2003,12916,12,NA,NA,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Essex,31,2019,12932,12,NA,NA,0,0,0,0,0,"(44.226627, -73.624732)","(44.108971, -73.777573)"
Franklin,33,2014,12917,13,13,0,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Clinton,19,2016,12921,34,34,0,0,0,0,0,0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Essex,31,2019,12928,26,NA,NA,0,0,0,0,0,"(43.96698, -73.46178)","(44.108971, -73.777573)"
St. Lawrence,89,2020,13662,133,NA,NA,NA,NA,NA,NA,NA,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Jefferson,45,2012,13634,37,NA,NA,0,0,0,0,0,"(44.00616, -76.07107)","(44.0607, -75.9928)"
Lewis,49,2014,13325,10,NA,NA,0,0,0,0,0,"(43.577189, -75.564678)","(43.786397, -75.442617)"
St. Lawrence,89,2017,13684,8,8,0,0,0,0,0,0,"(44.37588, -75.06918)","(44.488113, -75.074311)"
Herkimer,43,2000,13329,12,NA,NA,0,0,0,0,0,"(43.1037, -74.74098)","(43.1631, -74.8741)"
Jefferson,45,2008,13603,54,NA,NA,0,0,0,0,0,"(44.04216, -75.79152)","(44.0607, -75.9928)"
Herkimer,43,2012,13416,10,10,0,0,0,0,0,0,"(43.189629, -75.018362)","(43.1631, -74.8741)"
St. Lawrence,89,2002,13676,16,NA,NA,0,0,0,0,0,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Herkimer,43,2013,13439,11,NA,NA,0,0,0,0,0,"(42.85141, -74.988541)","(43.1631, -74.8741)"
St. Lawrence,89,2011,13648,10,10,0,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Clinton,19,2014,12923,7,7,0,0,0,0,0,0,"(44.952809, -73.933845)","(44.75271, -73.705648)"
St. Lawrence,89,2006,13646,22,NA,NA,0,0,0,0,0,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Franklin,33,2008,12920,27,NA,NA,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Warren,113,2015,12843,15,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Franklin,33,2009,12980,9,9,0,0,0,0,0,0,"(44.656564, -74.564467)","(44.594374, -74.31067)"
St. Lawrence,89,2000,13658,13,13,0,0,0,0,0,0,"(44.725973, -75.323276)","(44.488113, -75.074311)"
Lewis,49,2010,13327,20,NA,NA,0,0,0,0,0,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Jefferson,45,2011,13616,40,NA,NA,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Jefferson,45,2013,13650,14,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Essex,31,2014,12996,19,19,0,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
St. Lawrence,89,2017,13642,110,NA,NA,0,0,0,0,0,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Lewis,49,2004,13327,14,NA,NA,NA,NA,NA,NA,NA,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Jefferson,45,2017,13624,18,NA,NA,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
St. Lawrence,89,2005,13680,7,NA,NA,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Jefferson,45,2002,13679,9,9,0,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Essex,31,2018,12944,15,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
St. Lawrence,89,2001,13654,7,NA,NA,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
St. Lawrence,89,2019,13658,23,23,0,0,0,0,0,0,"(44.725973, -75.323276)","(44.488113, -75.074311)"
Jefferson,45,2002,13608,16,NA,NA,NA,NA,NA,NA,NA,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Jefferson,45,2010,13673,60,NA,NA,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Herkimer,43,2015,13502,15,15,0,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Jefferson,45,2018,13682,11,NA,NA,0,0,0,0,0,"(43.847382, -75.859853)","(44.0607, -75.9928)"
St. Lawrence,89,2001,13694,9,9,0,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Clinton,19,2000,12959,17,17,0,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
Lewis,49,2015,13343,18,NA,NA,NA,NA,NA,NA,NA,"(43.73778, -75.3279)","(43.786397, -75.442617)"
St. Lawrence,89,2019,13676,110,NA,NA,0,0,0,0,0,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Jefferson,45,2005,13619,109,85,21,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
St. Lawrence,89,2007,13654,11,11,0,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
St. Lawrence,89,2002,13669,108,69,36,NA,NA,NA,NA,NA,"(44.66628, -75.49944)","(44.488113, -75.074311)"
Warren,113,2006,12824,7,7,0,0,0,0,0,0,"(43.4853, -73.69194)","(43.555105, -73.838139)"
Warren,113,2018,12885,39,NA,NA,0,0,0,0,0,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Franklin,33,2009,12966,24,NA,NA,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Lewis,49,2016,13367,121,112,7,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Essex,31,2016,12883,45,37,8,0,0,0,0,0,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Franklin,33,2020,12983,26,NA,NA,NA,NA,NA,NA,NA,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Herkimer,43,2000,13491,8,NA,NA,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Lewis,49,2014,13367,103,95,7,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
St. Lawrence,89,2006,13635,6,NA,NA,0,0,0,0,0,"(44.30802, -75.25608)","(44.488113, -75.074311)"
Jefferson,45,2013,13691,48,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Herkimer,43,2015,13350,103,90,10,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
St. Lawrence,89,2006,13613,19,NA,NA,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Clinton,19,2014,12903,12,NA,NA,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
Jefferson,45,2007,13656,20,NA,NA,NA,NA,NA,NA,NA,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Essex,31,2018,12998,8,8,0,0,0,0,0,0,"(44.086571, -73.536128)","(44.108971, -73.777573)"
Jefferson,45,2016,13601,582,544,29,NA,NA,9,0.015,15,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Herkimer,43,2015,13491,16,16,0,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
St. Lawrence,89,2011,13630,8,8,0,0,0,0,0,0,"(44.483181, -75.298577)","(44.488113, -75.074311)"
Clinton,19,2013,12934,9,9,0,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Herkimer,43,2002,13431,19,NA,NA,NA,NA,NA,NA,NA,"(43.2051, -75.0726)","(43.1631, -74.8741)"
St. Lawrence,89,2006,13681,13,NA,NA,0,0,0,0,0,"(44.412057, -75.390018)","(44.488113, -75.074311)"
Lewis,49,2004,13343,9,NA,NA,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Essex,31,2007,12983,12,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Essex,31,2003,12960,6,NA,NA,0,0,0,0,0,"(44.037103, -73.516791)","(44.108971, -73.777573)"
Jefferson,45,2011,13661,15,NA,NA,NA,NA,NA,NA,NA,"(43.709861, -76.079638)","(44.0607, -75.9928)"
St. Lawrence,89,2012,13667,34,32,0,NA,NA,NA,NA,NA,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Jefferson,45,2002,13685,7,NA,NA,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Jefferson,45,2011,13618,10,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Jefferson,45,2005,13618,12,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Herkimer,43,2015,13339,6,NA,NA,0,0,0,0,0,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Herkimer,43,2014,13329,32,32,0,0,0,0,0,0,"(43.1037, -74.74098)","(43.1631, -74.8741)"
Essex,31,2005,12997,9,NA,NA,0,0,0,0,0,"(44.388992, -73.8437)","(44.108971, -73.777573)"
St. Lawrence,89,2002,13648,14,NA,NA,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Franklin,33,2015,12937,12,NA,NA,NA,NA,NA,NA,NA,"(44.956408, -74.489215)","(44.594374, -74.31067)"
Essex,31,2013,12950,9,9,0,0,0,0,0,0,"(44.314607, -73.582276)","(44.108971, -73.777573)"
Warren,113,2010,12853,13,13,0,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Warren,113,2000,12846,13,NA,NA,NA,NA,NA,NA,NA,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Franklin,33,2008,13655,35,NA,NA,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Clinton,19,2013,12978,7,7,0,0,0,0,0,0,"(44.609012, -73.805908)","(44.75271, -73.705648)"
St. Lawrence,89,2012,13690,10,NA,NA,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Clinton,19,2010,12918,29,29,0,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
St. Lawrence,89,2017,13652,22,22,0,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Herkimer,43,2003,13502,11,NA,NA,NA,NA,NA,NA,NA,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Jefferson,45,2003,13606,20,20,0,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
St. Lawrence,89,2017,13625,11,11,0,0,0,0,0,0,"(44.538104, -74.928858)","(44.488113, -75.074311)"
Clinton,19,2008,12910,16,16,0,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Clinton,19,2004,12918,20,NA,NA,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Jefferson,45,2001,13682,8,NA,NA,0,0,0,0,0,"(43.847382, -75.859853)","(44.0607, -75.9928)"
Clinton,19,2007,12981,37,NA,NA,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Franklin,33,2004,12937,6,NA,NA,0,0,0,0,0,"(44.956408, -74.489215)","(44.594374, -74.31067)"
Essex,31,2016,12996,14,14,0,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
St. Lawrence,89,2020,13668,16,16,0,0,0,0,0,0,"(44.76282, -74.99124)","(44.488113, -75.074311)"
Warren,113,2019,12817,19,19,0,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
Clinton,19,2001,12985,18,NA,NA,NA,NA,NA,NA,NA,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Jefferson,45,2000,13618,6,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Jefferson,45,2000,13616,6,NA,NA,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Jefferson,45,2017,13637,105,NA,NA,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Jefferson,45,2013,13603,391,NA,NA,NA,NA,NA,NA,NA,"(44.04216, -75.79152)","(44.0607, -75.9928)"
Jefferson,45,2007,13685,6,NA,NA,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Warren,113,2002,12853,8,NA,NA,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
St. Lawrence,89,2004,12965,6,NA,NA,0,0,0,0,0,"(44.705556, -74.715278)","(44.488113, -75.074311)"
Jefferson,45,2015,13612,46,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Essex,31,2006,12974,32,26,6,0,0,0,0,0,"(44.045341, -73.465362)","(44.108971, -73.777573)"
Essex,31,2006,12993,15,NA,NA,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Herkimer,43,2016,13357,157,143,8,NA,NA,6,0.038,38,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Franklin,33,2017,12989,15,15,0,0,0,0,0,0,"(44.469526, -74.044265)","(44.594374, -74.31067)"
Franklin,33,2018,12916,40,NA,NA,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Herkimer,43,2005,13357,85,66,16,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Jefferson,45,2011,13619,174,161,10,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Franklin,33,2013,12953,92,85,6,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Jefferson,45,2006,13682,11,11,0,0,0,0,0,0,"(43.847382, -75.859853)","(44.0607, -75.9928)"
Herkimer,43,2015,13331,10,10,0,0,0,0,0,0,"(43.841882, -74.878424)","(43.1631, -74.8741)"
Warren,113,2020,12843,9,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Herkimer,43,2020,13454,13,13,0,0,0,0,0,0,"(43.231609, -74.791568)","(43.1631, -74.8741)"
Franklin,33,2019,12917,8,8,0,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Herkimer,43,2009,13365,84,73,9,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Franklin,33,2017,12914,18,18,0,0,0,0,0,0,"(44.953343, -74.599279)","(44.594374, -74.31067)"
Clinton,19,2015,12985,18,18,0,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
St. Lawrence,89,2011,13660,18,18,0,0,0,0,0,0,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Essex,31,2014,12913,8,NA,NA,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
St. Lawrence,89,2009,13652,9,NA,NA,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Warren,113,2010,12814,7,7,0,0,0,0,0,0,"(43.5897, -73.66848)","(43.555105, -73.838139)"
St. Lawrence,89,2003,13690,9,NA,NA,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Essex,31,2006,12857,6,NA,NA,0,0,0,0,0,"(43.827352, -73.937295)","(44.108971, -73.777573)"
St. Lawrence,89,2011,13617,48,NA,NA,NA,NA,NA,NA,NA,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Franklin,33,2003,12983,21,11,9,NA,NA,NA,NA,NA,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Herkimer,43,2007,13416,20,NA,NA,0,0,0,0,0,"(43.189629, -75.018362)","(43.1631, -74.8741)"
Clinton,19,2014,12959,12,12,0,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
Essex,31,2013,12983,8,8,0,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Essex,31,2008,12944,19,19,0,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
St. Lawrence,89,2001,13614,6,NA,NA,NA,NA,NA,NA,NA,"(44.541243, -75.688955)","(44.488113, -75.074311)"
Franklin,33,2007,12953,71,57,14,0,0,0,0,0,"(44.845371, -74.269912)","(44.594374, -74.31067)"
St. Lawrence,89,2020,13680,16,16,0,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Lewis,49,2019,13433,17,NA,NA,NA,NA,NA,NA,NA,"(43.588855, -75.279411)","(43.786397, -75.442617)"
St. Lawrence,89,2005,13690,9,NA,NA,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
